Date,Destination,Tickets_Booked,Train_Delay_Minutes,Weather_Impact,Festival_Impact,Festival_Name,Congestion
2022-01-23,Chennai Central,1311,18,0.9,0,,0.19
2023-03-16,Hyderabad Deccan,539,0,0.3,0,,0.34
2020-10-07,Pune Junction,908,9,0.1,0,,0.57
2022-09-07,Chennai Central,1186,0,0.6,0,,0.46
2021-08-09,Lucknow NR,1006,26,0.6,0,,0.48
2019-09-14,Hyderabad Deccan,1269,36,0.1,0,,0.52
2022-03-09,Bengaluru City,623,28,0.3,0,,0.18
2023-03-04,New Delhi,711,0,0.6,0,,0.64
2023-10-16,Hyderabad Deccan,964,25,0.1,0,,0.49
2020-08-27,New Delhi,1339,40,0.6,0,,0.87
2021-03-30,Kolkata,844,40,0.1,0,,0.21
2022-06-21,New Delhi,1479,22,0.9,0,,0.2
2021-10-09,Ahmedabad,1173,42,0.6,0,,0.59
2019-10-10,Lucknow NR,1402,52,0.6,0,,0.32
2023-02-28,Lucknow NR,565,7,0.9,0,,0.33
2021-10-26,Patna Junction,776,44,0.1,0,,0.37
2020-04-06,Lucknow NR,987,41,0.6,0,,0.87
2019-11-02,New Delhi,1210,0,0.9,0,,0.59
2019-08-09,New Delhi,1085,29,0.6,0,,0.81
2023-07-24,Bengaluru City,1403,0,0.9,0,,0.34
2019-01-20,Lucknow NR,1379,0,0.8,0,,0.5
2021-03-19,Kolkata,1385,20,0.6,0,,0.32
2020-11-06,Lucknow NR,1300,50,0.3,0,,0.37
2023-03-13,Bengaluru City,921,0,0.9,0,,0.14
2023-11-25,Hyderabad Deccan,1151,0,0.3,0,,0.53
2022-02-03,Mumbai Central,529,3,0.6,0,,0.77
2023-08-19,Lucknow NR,888,12,0.8,0,,0.62
2020-09-04,Mumbai Central,528,31,0.9,0,,0.34
2023-03-30,Chennai Central,1447,60,0.3,0,,0.24
2019-12-24,Pune Junction,956,38,0.8,0,,0.45
2020-10-14,Chennai Central,1030,44,0.3,0,,0.59
2023-04-30,Hyderabad Deccan,564,0,0.6,0,,0.77
2019-04-02,Kolkata,1284,0,0.1,0,,0.33
2023-10-27,Lucknow NR,1470,29,0.3,0,,0.13
2021-05-09,Hyderabad Deccan,1284,57,0.9,0,,0.24
2021-02-05,Kolkata,1182,2,0.1,0,,0.16
2023-10-03,Chennai Central,875,37,0.3,0,,0.12
2021-07-04,New Delhi,911,22,0.6,0,,0.73
2022-10-06,Mumbai Central,1153,27,0.1,0,,0.55
2021-07-02,Bengaluru City,1052,0,0.9,0,,0.35
2022-07-25,Pune Junction,948,18,0.8,0,,0.56
2023-04-18,Patna Junction,1339,42,0.9,0,,0.51
2020-06-19,Hyderabad Deccan,649,15,0.8,0,,0.56
2021-07-01,Lucknow NR,1339,41,0.1,0,,0.19
2022-02-08,Lucknow NR,863,0,0.1,0,,0.35
2023-01-26,Patna Junction,1331,0,0.6,0,,0.44
2022-10-02,Patna Junction,1306,11,0.6,0,,0.75
2019-03-02,Mumbai Central,834,46,0.9,0,,0.35
2019-04-28,Kolkata,1214,17,0.8,0,,0.79
2019-10-13,Kolkata,970,11,0.9,0,,0.43
2019-08-11,Pune Junction,533,15,0.1,0,,0.23
2022-02-18,Lucknow NR,788,0,0.3,0,,0.5
2020-06-11,Pune Junction,875,0,0.6,0,,0.44
2019-10-19,Mumbai Central,792,9,0.6,0,,0.4
2019-01-16,Ahmedabad,1048,54,0.1,0,,0.31
2020-09-12,Kolkata,1075,0,0.9,0,,0.24
2019-03-10,Mumbai Central,646,19,0.6,0,,0.81
2020-09-28,New Delhi,1390,13,0.8,0,,0.38
2022-04-22,Lucknow NR,660,0,0.1,0,,0.52
2019-01-24,Kolkata,1027,10,0.3,0,,0.41
2021-12-14,Ahmedabad,1152,53,0.1,0,,0.48
2019-08-11,Lucknow NR,674,10,0.3,0,,0.57
2023-04-16,Bengaluru City,1404,0,0.3,0,,0.15
2019-05-26,Patna Junction,598,0,0.8,0,,0.51
2022-05-25,New Delhi,1067,10,0.8,0,,0.64
2022-12-27,Kolkata,1317,0,0.1,0,,0.17
2021-05-13,Lucknow NR,1131,18,0.3,0,,0.26
2020-08-05,Chennai Central,1190,17,0.6,0,,0.63
2019-03-23,Mumbai Central,1229,49,0.8,0,,0.55
2021-10-28,New Delhi,826,0,0.3,0,,0.36
2019-01-16,Lucknow NR,842,0,0.8,0,,0.62
2019-11-06,Kolkata,973,27,0.9,0,,0.59
2022-01-02,Bengaluru City,1344,2,0.3,0,,0.38
2020-02-19,Patna Junction,882,20,0.8,0,,0.32
2021-03-08,Lucknow NR,1322,44,0.3,1,Holi,0.4
2022-09-05,Bengaluru City,1339,17,0.6,0,,0.46
2020-02-25,Pune Junction,1023,41,0.8,0,,0.51
2020-07-06,Ahmedabad,1378,22,0.1,0,,0.16
2019-03-16,Bengaluru City,900,1,0.6,0,,0.51
2023-03-15,Hyderabad Deccan,1405,0,0.1,0,,0.28
2019-08-31,Lucknow NR,1268,43,0.9,0,,0.12
2023-10-29,Kolkata,532,7,0.6,0,,0.6
2020-07-04,Pune Junction,871,0,0.1,0,,0.11
2023-08-18,Mumbai Central,838,0,0.9,0,,0.43
2021-05-17,Ahmedabad,585,49,0.6,0,,0.31
2023-04-20,Kolkata,898,0,0.9,0,,0.47
2020-04-28,Ahmedabad,1238,16,0.6,0,,0.89
2020-08-25,Mumbai Central,1425,47,0.6,0,,0.82
2021-06-11,Bengaluru City,799,0,0.1,0,,0.32
2020-01-14,Hyderabad Deccan,1481,42,0.8,1,Makar Sankranti,0.81
2022-07-12,Chennai Central,1076,9,0.6,0,,0.58
2019-12-08,Lucknow NR,953,57,0.6,0,,0.42
2020-10-02,Patna Junction,826,0,0.6,0,,0.49
2020-08-17,Mumbai Central,983,17,0.9,0,,0.12
2019-08-02,Lucknow NR,746,8,0.3,0,,0.27
2021-02-17,Lucknow NR,746,25,0.9,0,,0.18
2022-04-20,Hyderabad Deccan,713,58,0.8,0,,0.43
2021-06-05,Lucknow NR,1324,37,0.8,0,,0.53
2019-03-20,Ahmedabad,526,0,0.8,0,,0.86
2021-04-01,Lucknow NR,1458,58,0.6,0,,0.89
2021-05-05,Chennai Central,591,4,0.3,0,,0.12
2020-01-24,Patna Junction,1290,0,0.3,0,,0.45
2019-08-17,Mumbai Central,654,0,0.3,0,,0.59
2023-02-13,Pune Junction,1035,8,0.1,0,,0.3
2019-01-16,Mumbai Central,1353,4,0.3,0,,0.11
2020-01-26,Chennai Central,1106,35,0.1,0,,0.19
2020-03-11,Chennai Central,1481,45,0.6,0,,0.89
2019-11-25,Bengaluru City,619,21,0.6,0,,0.45
2022-11-29,Ahmedabad,542,46,0.9,0,,0.23
2022-06-18,Lucknow NR,1384,54,0.6,0,,0.61
2021-11-24,Pune Junction,525,30,0.6,0,,0.43
2020-01-28,Pune Junction,1109,47,0.3,0,,0.29
2021-01-24,Patna Junction,906,23,0.3,0,,0.56
2023-05-29,Lucknow NR,1409,0,0.1,0,,0.4
2019-09-08,Patna Junction,1050,46,0.3,0,,0.52
2019-06-14,Chennai Central,887,31,0.8,0,,0.52
2023-11-07,Chennai Central,1033,3,0.8,0,,0.64
2020-07-09,New Delhi,1360,32,0.8,0,,0.74
2019-07-23,Ahmedabad,650,0,0.1,0,,0.1
2021-12-03,Patna Junction,535,0,0.8,0,,0.78
2019-05-01,Pune Junction,1367,7,0.6,0,,0.55
2023-11-07,Bengaluru City,922,58,0.3,0,,0.28
2022-08-07,Chennai Central,890,40,0.3,0,,0.27
2021-07-01,Lucknow NR,1251,32,0.3,0,,0.13
2022-11-15,New Delhi,956,55,0.1,0,,0.45
2019-11-21,Chennai Central,1378,4,0.3,0,,0.16
2021-04-02,Lucknow NR,709,0,0.6,0,,0.84
2020-02-08,Mumbai Central,861,59,0.9,0,,0.5
2022-10-11,Kolkata,1108,25,0.6,0,,0.37
2021-12-14,Bengaluru City,885,0,0.3,0,,0.42
2020-12-29,Lucknow NR,1330,51,0.9,0,,0.5
2019-11-16,Bengaluru City,680,3,0.1,0,,0.11
2023-09-12,Ahmedabad,1095,0,0.9,0,,0.13
2022-06-15,Bengaluru City,1100,7,0.8,0,,0.45
2020-11-29,Pune Junction,783,55,0.1,0,,0.17
2023-01-05,Ahmedabad,900,41,0.1,0,,0.41
2020-04-29,Bengaluru City,597,59,0.3,0,,0.53
2021-11-03,Chennai Central,1203,21,0.3,0,,0.12
2023-07-30,Lucknow NR,1472,0,0.3,0,,0.44
2019-07-30,Hyderabad Deccan,600,16,0.6,0,,0.81
2023-03-30,Lucknow NR,727,54,0.6,0,,0.39
2021-10-11,New Delhi,824,3,0.3,0,,0.42
2019-10-01,New Delhi,1349,29,0.8,0,,0.85
2020-08-28,Mumbai Central,1388,0,0.6,0,,0.68
2022-08-03,Lucknow NR,976,34,0.6,0,,0.68
2021-02-25,Lucknow NR,993,0,0.9,0,,0.27
2023-04-30,Pune Junction,571,51,0.6,0,,0.81
2019-01-23,Patna Junction,803,58,0.6,0,,0.6
2022-06-25,Kolkata,1222,36,0.1,0,,0.32
2021-10-27,New Delhi,1146,0,0.8,0,,0.44
2022-04-22,Lucknow NR,895,57,0.9,0,,0.1
2022-01-20,Pune Junction,1420,18,0.1,0,,0.49
2023-10-18,Hyderabad Deccan,518,42,0.3,0,,0.29
2020-07-06,Mumbai Central,1132,56,0.1,0,,0.5
2022-08-22,Ahmedabad,912,16,0.9,0,,0.21
2022-10-19,Ahmedabad,584,25,0.1,0,,0.29
2019-06-24,Kolkata,968,0,0.6,0,,0.33
2022-01-12,Bengaluru City,1498,44,0.1,0,,0.39
2023-12-02,Hyderabad Deccan,580,0,0.9,0,,0.31
2019-12-27,Kolkata,991,18,0.3,0,,0.51
2019-11-07,Lucknow NR,868,10,0.3,0,,0.21
2020-06-26,Mumbai Central,769,0,0.8,0,,0.38
2021-05-15,Lucknow NR,1454,5,0.3,0,,0.34
2019-05-29,Hyderabad Deccan,1328,0,0.9,0,,0.25
2023-12-21,Bengaluru City,1319,22,0.8,0,,0.63
2019-01-01,Hyderabad Deccan,1030,0,0.3,0,,0.59
2022-11-03,Lucknow NR,613,0,0.3,0,,0.29
2021-06-30,Lucknow NR,1218,38,0.9,0,,0.33
2019-11-05,New Delhi,843,4,0.8,0,,0.47
2022-09-04,Kolkata,811,22,0.9,0,,0.59
2020-10-20,Ahmedabad,1400,40,0.3,0,,0.47
2022-03-31,Patna Junction,646,19,0.9,0,,0.15
2021-05-22,Bengaluru City,1249,0,0.8,0,,0.37
2021-09-21,Lucknow NR,686,35,0.8,0,,0.62
2019-12-24,Lucknow NR,693,2,0.8,0,,0.37
2023-09-05,Chennai Central,1163,31,0.8,0,,0.6
2021-11-27,Kolkata,1491,6,0.8,0,,0.39
2019-01-26,Bengaluru City,1142,19,0.1,0,,0.12
2021-09-02,Bengaluru City,1395,38,0.6,0,,0.34
2022-09-21,Patna Junction,804,48,0.9,0,,0.31
2022-07-01,Hyderabad Deccan,1271,14,0.3,0,,0.24
2021-09-04,Kolkata,559,46,0.6,0,,0.63
2021-05-25,Hyderabad Deccan,1141,37,0.3,0,,0.28
2019-01-17,Hyderabad Deccan,1408,45,0.6,0,,0.32
2020-02-16,Patna Junction,1019,21,0.1,0,,0.42
2020-12-17,Pune Junction,1217,33,0.3,0,,0.32
2023-05-10,Hyderabad Deccan,1329,0,0.8,0,,0.49
2023-11-14,Patna Junction,574,0,0.9,0,,0.43
2022-03-21,New Delhi,918,4,0.9,0,,0.13
2019-04-22,Lucknow NR,734,40,0.8,0,,0.86
2022-03-16,Chennai Central,1033,18,0.1,0,,0.55
2020-02-28,Patna Junction,933,33,0.6,0,,0.5
2020-05-16,New Delhi,1130,58,0.8,0,,0.74
2021-04-25,Kolkata,1388,0,0.6,0,,0.46
2021-10-03,Lucknow NR,792,49,0.3,0,,0.33
2019-03-28,New Delhi,1420,4,0.8,0,,0.74
2019-12-15,Mumbai Central,1006,8,0.6,0,,0.39
2022-12-26,New Delhi,1471,0,0.6,0,,0.76
2021-04-26,Bengaluru City,1200,54,0.1,0,,0.52
2022-10-25,Pune Junction,534,18,0.9,0,,0.51
2020-06-23,Bengaluru City,506,21,0.8,0,,0.61
2019-11-29,Hyderabad Deccan,849,17,0.9,0,,0.51
2021-01-21,Pune Junction,1101,36,0.1,0,,0.5
2023-11-15,Lucknow NR,1496,36,0.8,0,,0.64
2023-09-18,Pune Junction,828,9,0.6,0,,0.42
2020-10-24,Chennai Central,1356,42,0.3,1,Diwali,0.41
2022-06-15,Bengaluru City,1362,0,0.6,0,,0.61
2019-02-21,Pune Junction,1341,36,0.1,0,,0.31
2023-08-05,Bengaluru City,1256,40,0.1,0,,0.26
2019-10-25,Kolkata,761,16,0.3,0,,0.56
2022-05-28,Mumbai Central,1367,9,0.1,0,,0.18
2021-05-18,Patna Junction,1249,16,0.1,0,,0.16
2022-11-21,Ahmedabad,633,0,0.9,0,,0.22
2019-04-05,Chennai Central,633,55,0.8,0,,0.82
2021-07-17,Mumbai Central,779,0,0.9,0,,0.55
2023-12-20,Kolkata,600,43,0.6,0,,0.47
2022-05-19,Mumbai Central,998,4,0.6,0,,0.67
2021-09-06,Pune Junction,865,0,0.6,0,,0.55
2023-11-04,Chennai Central,640,19,0.1,0,,0.44
2022-08-06,Mumbai Central,1134,31,0.9,0,,0.12
2023-10-17,Ahmedabad,871,0,0.9,0,,0.19
2020-01-25,Bengaluru City,1014,0,0.3,0,,0.19
2023-05-22,Hyderabad Deccan,515,54,0.1,0,,0.23
2021-08-13,Patna Junction,886,0,0.6,0,,0.59
2022-04-27,Mumbai Central,1495,0,0.1,0,,0.27
2023-09-22,Hyderabad Deccan,671,16,0.9,0,,0.1
2023-12-31,Patna Junction,832,50,0.9,0,,0.4
2021-07-12,Pune Junction,909,0,0.1,0,,0.5
2022-08-03,Lucknow NR,762,15,0.3,0,,0.2
2021-05-06,Lucknow NR,1490,0,0.6,0,,0.54
2022-10-02,Pune Junction,586,59,0.8,0,,0.81
2021-04-03,Hyderabad Deccan,1483,0,0.3,0,,0.4
2023-06-17,Kolkata,501,0,0.8,0,,0.53
2019-12-22,Patna Junction,1104,0,0.1,0,,0.58
2021-05-11,Bengaluru City,508,37,0.1,0,,0.37
2019-04-24,Hyderabad Deccan,1127,0,0.1,0,,0.57
2021-06-01,Patna Junction,624,58,0.9,0,,0.57
2023-09-25,Ahmedabad,1286,25,0.1,0,,0.6
2022-09-01,Ahmedabad,959,16,0.3,0,,0.36
2019-09-02,Hyderabad Deccan,1346,0,0.6,0,,0.66
2023-06-03,Kolkata,1276,41,0.1,0,,0.56
2022-07-21,Patna Junction,522,50,0.9,0,,0.48
2023-10-04,New Delhi,705,0,0.8,0,,0.6
2019-03-15,Bengaluru City,1344,0,0.1,0,,0.28
2020-05-14,Mumbai Central,1046,23,0.6,0,,0.34
2019-11-16,Hyderabad Deccan,752,26,0.6,0,,0.58
2019-04-28,Hyderabad Deccan,1199,13,0.8,0,,0.56
2023-02-23,Ahmedabad,969,0,0.3,0,,0.37
2022-08-15,Hyderabad Deccan,828,0,0.1,1,Independence Day,0.69
2021-05-10,Chennai Central,772,0,0.1,0,,0.37
2020-10-12,Hyderabad Deccan,1178,36,0.3,0,,0.49
2022-03-26,Bengaluru City,1102,59,0.1,0,,0.15
2023-03-02,Patna Junction,1326,0,0.6,0,,0.76
2020-04-29,New Delhi,1170,49,0.6,0,,0.51
2019-05-21,Chennai Central,1238,57,0.1,0,,0.36
2022-07-27,Mumbai Central,996,0,0.1,0,,0.32
2019-11-26,Mumbai Central,1282,38,0.9,0,,0.45
2022-08-27,Mumbai Central,689,55,0.6,0,,0.58
2023-11-21,Pune Junction,522,0,0.6,0,,0.59
2021-03-16,Kolkata,730,42,0.8,0,,0.76
2020-02-23,New Delhi,1312,31,0.8,0,,0.76
2022-04-22,Patna Junction,535,5,0.3,0,,0.5
2023-01-08,New Delhi,1343,54,0.9,0,,0.32
2023-03-30,Pune Junction,1413,0,0.1,0,,0.13
2021-10-29,New Delhi,1249,0,0.9,0,,0.11
2022-07-17,Chennai Central,1093,12,0.6,0,,0.67
2022-02-26,Lucknow NR,1205,47,0.6,0,,0.8
2019-09-19,Chennai Central,1319,0,0.1,0,,0.5
2020-08-06,Mumbai Central,1115,10,0.9,0,,0.24
2023-07-18,Lucknow NR,733,0,0.3,0,,0.11
2022-07-28,Mumbai Central,505,17,0.8,0,,0.67
2022-07-07,Patna Junction,679,21,0.3,0,,0.47
2019-07-26,Patna Junction,1243,33,0.9,0,,0.25
2019-10-18,Bengaluru City,1246,0,0.6,0,,0.36
2020-09-09,New Delhi,1152,10,0.9,0,,0.23
2022-09-30,New Delhi,915,13,0.8,0,,0.83
2022-11-03,Ahmedabad,1197,0,0.1,0,,0.32
2022-12-27,Kolkata,639,35,0.3,0,,0.36
2019-01-13,Lucknow NR,798,0,0.1,0,,0.56
2022-02-25,Ahmedabad,544,22,0.3,0,,0.47
2020-08-09,Kolkata,1144,4,0.1,0,,0.35
2020-04-19,Kolkata,1476,27,0.8,0,,0.56
2019-09-24,Pune Junction,621,28,0.1,0,,0.12
2022-11-15,Ahmedabad,1275,31,0.6,0,,0.63
2020-12-06,Pune Junction,1150,45,0.6,0,,0.78
2019-10-13,Bengaluru City,1113,0,0.1,0,,0.24
2023-02-27,Chennai Central,1093,0,0.3,0,,0.11
2021-05-10,Bengaluru City,923,24,0.9,0,,0.51
2019-03-30,Kolkata,1479,11,0.9,0,,0.48
2021-06-28,Hyderabad Deccan,938,0,0.9,0,,0.29
2019-05-03,Chennai Central,1265,24,0.3,0,,0.35
2022-10-21,Bengaluru City,1261,30,0.6,0,,0.43
2022-08-01,Chennai Central,769,1,0.8,0,,0.66
2019-08-11,Chennai Central,1105,28,0.1,0,,0.55
2022-10-02,Bengaluru City,512,9,0.6,0,,0.84
2023-06-01,Mumbai Central,1099,55,0.3,0,,0.23
2021-12-06,Lucknow NR,1019,0,0.3,0,,0.52
2021-01-15,Patna Junction,811,31,0.1,0,,0.6
2021-02-27,Kolkata,501,19,0.3,0,,0.18
2019-10-15,Kolkata,1407,17,0.3,0,,0.56
2023-02-07,New Delhi,640,0,0.1,0,,0.31
2022-12-01,Patna Junction,593,0,0.1,0,,0.19
2022-02-18,Lucknow NR,1133,0,0.3,0,,0.11
2022-12-05,Chennai Central,1190,0,0.6,0,,0.84
2022-04-08,Kolkata,1044,0,0.1,0,,0.31
2023-03-10,Pune Junction,867,0,0.6,0,,0.45
2022-06-16,Mumbai Central,1248,15,0.1,0,,0.56
2022-06-14,Hyderabad Deccan,747,15,0.1,0,,0.15
2023-11-15,Mumbai Central,702,4,0.3,0,,0.19
2020-09-04,Hyderabad Deccan,1043,43,0.8,0,,0.48
2023-09-16,Ahmedabad,1373,0,0.9,0,,0.3
2022-01-21,Pune Junction,1061,0,0.6,0,,0.49
2021-09-29,Mumbai Central,1133,15,0.3,0,,0.16
2022-10-08,Pune Junction,1389,7,0.9,0,,0.35
2020-04-01,New Delhi,662,35,0.1,0,,0.54
2020-11-19,Chennai Central,1279,2,0.9,0,,0.17
2023-06-11,New Delhi,575,0,0.8,0,,0.36
2022-03-31,Ahmedabad,1353,54,0.6,0,,0.32
2022-03-24,Pune Junction,1126,34,0.6,0,,0.69
2021-02-12,New Delhi,1185,55,0.3,0,,0.38
2020-12-03,Bengaluru City,862,0,0.3,0,,0.54
2021-08-01,Lucknow NR,1165,0,0.8,0,,0.3
2022-08-11,Patna Junction,902,45,0.8,0,,0.39
2023-10-18,Chennai Central,850,0,0.3,0,,0.57
2022-04-12,Pune Junction,937,7,0.1,0,,0.43
2020-11-10,Mumbai Central,515,60,0.6,0,,0.43
2022-01-03,Hyderabad Deccan,777,0,0.9,0,,0.54
2019-04-25,Bengaluru City,1037,0,0.8,0,,0.39
2023-09-10,Lucknow NR,1319,0,0.6,0,,0.8
2020-09-15,Kolkata,1006,6,0.8,0,,0.38
2019-08-11,Patna Junction,523,51,0.9,0,,0.35
2019-07-25,Hyderabad Deccan,640,0,0.8,0,,0.58
2021-05-19,Patna Junction,508,0,0.3,0,,0.11
2022-10-05,Chennai Central,1132,0,0.8,0,,0.6
2020-02-25,Ahmedabad,1082,43,0.6,0,,0.6
2023-03-31,Chennai Central,523,0,0.3,0,,0.29
2023-02-13,Patna Junction,837,0,0.9,0,,0.2
2019-07-22,Bengaluru City,596,27,0.1,0,,0.5
2020-06-04,Hyderabad Deccan,1054,0,0.8,0,,0.72
2023-11-14,Ahmedabad,1478,43,0.8,0,,0.38
2023-05-07,New Delhi,1053,60,0.8,0,,0.67
2019-12-17,Hyderabad Deccan,1127,22,0.9,0,,0.21
2019-06-26,Bengaluru City,611,1,0.1,0,,0.46
2022-04-18,Lucknow NR,1483,11,0.8,0,,0.69
2020-10-03,Ahmedabad,1282,16,0.3,0,,0.29
2020-04-10,Ahmedabad,649,21,0.8,0,,0.68
2019-03-09,Hyderabad Deccan,1252,1,0.6,0,,0.54
2023-05-10,Kolkata,1205,0,0.3,0,,0.22
2020-11-20,Mumbai Central,976,10,0.8,0,,0.52
2023-10-31,Ahmedabad,1363,18,0.8,0,,0.64
2021-02-04,New Delhi,1008,13,0.1,0,,0.48
2023-12-23,Lucknow NR,846,0,0.3,0,,0.59
2023-06-11,Ahmedabad,1321,7,0.3,0,,0.12
2023-09-14,New Delhi,1491,5,0.9,0,,0.18
2021-08-26,Ahmedabad,1129,0,0.6,0,,0.48
2022-08-08,Lucknow NR,1359,3,0.6,0,,0.64
2019-01-06,Bengaluru City,596,37,0.9,0,,0.58
2021-02-01,Mumbai Central,1111,0,0.1,0,,0.27
2019-01-16,Ahmedabad,1180,0,0.1,0,,0.4
2020-08-28,Pune Junction,1017,0,0.1,0,,0.57
2019-06-10,Ahmedabad,777,28,0.8,0,,0.81
2021-08-25,New Delhi,960,19,0.8,0,,0.54
2022-08-04,Bengaluru City,961,49,0.1,0,,0.58
2022-09-02,Lucknow NR,1176,34,0.6,0,,0.88
2023-12-04,Hyderabad Deccan,670,34,0.9,0,,0.16
2020-03-02,Patna Junction,1499,5,0.8,0,,0.53
2019-05-04,Pune Junction,731,33,0.8,0,,0.78
2020-12-21,Hyderabad Deccan,1222,34,0.9,0,,0.29
2021-03-04,New Delhi,921,0,0.6,0,,0.54
2019-02-04,Lucknow NR,543,24,0.1,0,,0.57
2022-11-05,Ahmedabad,528,31,0.8,0,,0.8
2022-07-19,New Delhi,1083,30,0.6,0,,0.73
2023-02-07,Hyderabad Deccan,1176,9,0.3,0,,0.6
2023-06-04,Pune Junction,1338,15,0.9,0,,0.18
2023-05-19,Bengaluru City,1098,27,0.6,0,,0.61
2023-09-12,Chennai Central,1128,18,0.3,0,,0.18
2023-11-23,New Delhi,1172,25,0.8,0,,0.85
2023-03-01,Mumbai Central,1356,52,0.3,0,,0.2
2021-01-14,Pune Junction,1077,15,0.6,1,Makar Sankranti,0.66
2020-06-12,Pune Junction,930,46,0.8,0,,0.37
2021-09-23,Pune Junction,953,0,0.1,0,,0.29
2023-04-07,Hyderabad Deccan,690,10,0.6,0,,0.55
2021-08-21,Bengaluru City,938,4,0.8,0,,0.47
2022-06-12,Hyderabad Deccan,695,0,0.1,0,,0.19
2023-05-27,Ahmedabad,1010,45,0.9,0,,0.39
2019-07-17,Chennai Central,1099,0,0.6,0,,0.65
2019-08-24,Pune Junction,919,0,0.6,0,,0.32
2019-09-15,New Delhi,799,0,0.1,0,,0.3
2022-09-04,Lucknow NR,844,0,0.6,0,,0.32
2021-07-30,Mumbai Central,774,36,0.8,0,,0.82
2019-06-06,Bengaluru City,859,6,0.9,0,,0.25
2022-02-09,Bengaluru City,754,0,0.1,0,,0.24
2022-03-17,New Delhi,530,37,0.9,0,,0.55
2023-08-03,Bengaluru City,1124,0,0.6,0,,0.87
2022-12-23,Mumbai Central,827,35,0.3,0,,0.12
2023-07-12,Patna Junction,565,34,0.3,0,,0.5
2021-07-18,Patna Junction,596,0,0.1,0,,0.26
2019-03-26,Patna Junction,1378,33,0.1,0,,0.27
2020-12-27,Patna Junction,588,31,0.3,0,,0.52
2019-10-04,Kolkata,1138,40,0.1,0,,0.55
2020-11-19,Ahmedabad,1233,13,0.3,0,,0.2
2021-12-22,Pune Junction,1243,0,0.6,0,,0.53
2021-11-26,Pune Junction,1279,20,0.3,0,,0.25
2023-06-28,Kolkata,1422,44,0.6,0,,0.44
2022-09-05,Ahmedabad,876,46,0.8,0,,0.48
2023-10-27,New Delhi,1295,0,0.6,0,,0.63
2021-01-23,Mumbai Central,1387,39,0.9,0,,0.36
2023-10-18,Chennai Central,658,10,0.8,0,,0.51
2021-05-14,Ahmedabad,1439,29,0.1,0,,0.17
2023-09-20,Pune Junction,1384,28,0.9,0,,0.36
2019-04-26,Lucknow NR,692,27,0.3,0,,0.5
2019-07-28,New Delhi,563,32,0.6,0,,0.88
2023-10-17,New Delhi,838,48,0.3,0,,0.45
2021-04-20,Hyderabad Deccan,1354,0,0.1,0,,0.15
2022-09-10,Hyderabad Deccan,1492,0,0.6,0,,0.66
2021-02-06,Kolkata,1356,0,0.3,0,,0.31
2020-03-10,Lucknow NR,1412,57,0.8,0,,0.81
2021-08-18,Chennai Central,549,3,0.9,0,,0.29
2023-05-30,Pune Junction,760,42,0.3,0,,0.38
2022-01-11,Hyderabad Deccan,1299,53,0.3,0,,0.23
2019-04-22,Kolkata,1190,29,0.3,0,,0.6
2019-02-04,New Delhi,772,39,0.9,0,,0.5
2019-08-29,Hyderabad Deccan,905,25,0.6,0,,0.49
2023-02-11,New Delhi,916,31,0.8,0,,0.74
2023-05-24,New Delhi,1238,18,0.9,0,,0.4
2023-10-27,Mumbai Central,799,0,0.9,0,,0.49
2022-05-22,Hyderabad Deccan,718,0,0.8,0,,0.72
2019-09-20,Bengaluru City,1463,40,0.8,0,,0.3
2023-11-17,Lucknow NR,1277,49,0.8,0,,0.56
2021-01-19,Bengaluru City,1231,34,0.1,0,,0.13
2021-06-29,New Delhi,693,10,0.3,0,,0.5
2020-09-17,Ahmedabad,530,0,0.9,0,,0.51
2022-04-13,Lucknow NR,879,51,0.8,0,,0.72
2020-04-12,Hyderabad Deccan,1309,22,0.9,0,,0.56
2023-10-31,Pune Junction,1386,0,0.6,0,,0.6
2019-12-11,Pune Junction,777,20,0.6,0,,0.44
2019-03-23,Hyderabad Deccan,538,46,0.9,0,,0.38
2023-10-19,Chennai Central,1409,41,0.9,0,,0.12
2019-08-29,Ahmedabad,1316,17,0.1,0,,0.49
2022-04-19,Hyderabad Deccan,1063,0,0.6,0,,0.58
2023-07-25,Patna Junction,859,0,0.6,0,,0.51
2021-12-11,Ahmedabad,1361,0,0.8,0,,0.35
2020-06-18,Patna Junction,1221,8,0.3,0,,0.52
2020-05-11,Patna Junction,895,0,0.3,0,,0.47
2022-06-18,Lucknow NR,757,0,0.1,0,,0.12
2023-07-29,Bengaluru City,1072,0,0.9,0,,0.12
2019-07-27,Bengaluru City,1213,0,0.6,0,,0.36
2021-09-23,Kolkata,690,41,0.1,0,,0.37
2023-08-22,Mumbai Central,595,60,0.8,0,,0.42
2023-05-04,Bengaluru City,1262,5,0.3,0,,0.41
2019-05-18,New Delhi,1107,0,0.3,0,,0.4
2020-09-26,Ahmedabad,940,3,0.3,0,,0.32
2023-05-26,Bengaluru City,569,51,0.8,0,,0.69
2021-05-26,Pune Junction,918,22,0.8,0,,0.38
2022-10-29,Hyderabad Deccan,638,52,0.6,0,,0.83
2021-06-04,New Delhi,1468,0,0.8,0,,0.37
2022-07-20,Pune Junction,1221,54,0.1,0,,0.51
2021-06-04,Mumbai Central,1151,34,0.8,0,,0.86
2021-03-13,Kolkata,742,0,0.8,0,,0.45
2021-07-14,Chennai Central,601,40,0.6,0,,0.79
